other अन्य
smoke धूम
grand गौरवशाली
better भली
celebrates मनाये
circle गोल
products उत्पादों
domestic घरेलू
trapped कैद
search ढूंढ
handwritten हस्तलिखित
embrace गले
desired इच्छित
remarkable उल्लेखनीय
soft मुलायम
verses पर्वों
satish सतीश
corona कॉरोना
towards तरफ़
met मुलाकात
after तत्पश्चात
king राजा
have चुके
winter सर्दियों
institute इंस्टीट्यूट
life प्राणों
serial धारावाहिक
they इन्होने
and एंव
sad उदासीन
cinema सिनेमा
den अड्डा
morning प्रातः
magical जादुई
handful गिनी
technique तार्किक
2008 २००८
ordinarily आमतौर
unicode यूनिकोड
so तो
issues मामले
leave छोड़ा
hut कुटिया
medicine औषधियाँ
powerful जोरदार
fence दीवार
commission आयोग
gandhi गांधी
road रोड
disaster आपदा
clean स्वच्छ
medicine दवा
hydroplane जलविमान
rigveda ऋग्वेद
defeat हरा
velar कण्ठ्य
demand मांग
uniform एकरूपता
editing संपादन
capital राजधानी
evidence सबूत
free खाली
absence अनुपस्थिति
buses बसें
gupta गुप्ता
7 ७
then तत्कालीन
different प्रगतिशील
earthquake भूकंप
veins धमनियों
coverage कवरेज
many अनेकों
sovereign संप्रभु
crore करोड़
rebirth पुनर्जीवित
engine इंजन
darbhanga दरभंगा
know जानकर
rebuilding पुनर्निर्माण
severity अग्रसर
water पानी
clinton क्लिंटन
fat मोटी
fill भरा
sufi सूफी
joining जोडने
connected जुड़े
gazal गजल
defeated पराजित
businessman व्यापारी
work कार्य
anemometer पवन-वेग-मापी
megasthenes मेगस्थनीज
blog ब्लाग
fever बुखार
magnitude आयाम
borders सीमायें
treaty संधि
deaths मौतों
provision प्रावधान
ladder सीढ़ी
luminous चमकीले
orkut ऑर्कुट
ruler शासक
etc. इत्यादि
fat मोटा
denote निरूपित
visit सैर
incident कांड
com कॉम
to पडता
explained समझाया
mac मैक
newspaper प्रकाशनों
elevation उन्नयन
his जिसके
stop रुका
wide व्यापी
pictures तस्वीरें
soil मिटटी
lady औरत
acquire हासिल
obstacles प्रतिबंधों
