drinking potable
have debemos
lieutenant teniente
get alcanzar
test prueba
based basada
duet dúo
disappear desaparecer
to a
watched visto
depicted descritos
appear aparecer
constructed construyeron
fascists fascistas
originates origina
catalan catalana
nomination nombramiento
phenomenon fenómeno
course curso
impelled impulsado
indicated indicado
personally personalmente
island islandia
vision visión
apparently aparentemente
four cuatro
container recipiente
arbitrate árbitros
herodotus heródoto
valley valle
rejection rechazo
stiffness rigidez
university universitaria
fever fiebre
alternatives alternativas
needle aguja
equivalent equivale
shores orillas
ends desemboca
provide proveer
elite élite
capsid cápside
distinguished marcada
seville sevilla
arose surgieron
expecting esperando
task encargo
textile textiles
musician músico
concentrated concentran
eric erich
polymerization polimerización
criminal criminales
coordination coordinación
commune comuna
started empezado
scientific científico
occur suceden
allied aliado
wire hilo
established establecido
arteries arterias
reacts reacciona
showing mostrando
precedent precedentes
europeans europeos
journals cuadernos
calculus cálculo
labels etiquetas
port puerto
airport aeropuertos
tried tratado
viral virales
faults faltas
adjectives adjetivos
rule regla
direct directos
transference transferencia
mere mero
positive positivos
pyramid pirámide
needed necesitaba
preferably preferentemente
obtained obtenido
inspiration inspiración
linked vinculados
distinct distintos
painter pintor
made elaborados
coincides coincide
thompson thomson
conventions convenciones
franchise franquicia
elected elegidos
withdrawal retirada
occupy ocupan
extent amplitud
white blanco
hellenistic helenístico
eastern orientales
plane aéreo
armies ejércitos
directed dirigidas
structures estructuras
forests bosques
linked vinculada
twilight crepúsculo
physically físicamente
town municipio
politicians políticos
utilization aprovechamiento
opera óperas
center polo
described descrita
unicellular unicelulares
absolute absoluta
began comenzó
solute soluto
break rompe
walls murallas
environment entorno
extreme límite
mexican mexicana
messenger mensajero
infect infectan
spending gasto
homeland patria
homeric homéricos
maintain mantienen
understands entiende
ascendancy ascendencia
originates deriva
white anglosajón
was consistió
membrane envoltura
emitter emisor
thracian tracia
men varones
involve implican
blue azules
offers ofrece
award premio
petroleum petróleo
added añadido
syrup miel
add añade
extremely sumamente
soldiers soldados
played practicado
enormously enormemente
established establecida
local localizada
stopped impidió
various variados
harm daño
kids niños
waste desechos
tanks tanques
few pocos
refuse rechazan
communist comunista
covers cubre
violation violaciones
dialog diálogo
screen monitor
positions posturas
accidents accidente
countries países
neighbors vecinos
scripture escritura
chords acordes
mutation mutación
bogota bogotá
impose impone
umpire árbitro
lines líneas
information informaciones
communism comunismo
telephonic telefónica
prefix prefijo
transfer trasladó
flu influenza
stand destaca
subunits subunidades
africa áfrica
saws sierras
handicap discapacidad
had tuviera
both ambas
take llevó
professional profesional
argentine argentino
target meta
house casa
conquest conquistar
dedicated dedicado
continuously continuamente
solitude soledad
etiquette ética
suffrage sufragio
integration integración
you usted
accusation acusaciones
continentals continentales
the el
which que
else demás
philosophy filosofía
practice ejercido
ages edades
green verde
acts actos
gdp pib
pythagorean pitágoras
performed realizaban
hours horario
ducts conductos
set fijar
malaga málaga
changed cambiaron
look mira
un onu
invited invitó
blockbuster taquilla
must deben
approved aprobado
soloist solista
purity pureza
russian ruso
called titulada
dishes platos
some ciertos
americans americanos
were fuesen
destination destino
stress estrés
situated ubicadas
reign reinado
phenomenology fenomenología
marriages matrimonios
maintaining manteniendo
virtually virtualmente
associated ligados
nominate nombres
peak cumbre
dialects dialectos
logic lógicos
desires deseos
orders ordena
typical típicos
participates participa
run manejar
annual anuales
books libros
agriculture agricultura
musicals musicales
deeds hazañas
expanded amplió
accomplish cumplir
script guion
geological geológicos
appeared aparecieron
tube tubérculo
carried condujo
definitions definiciones
scenario escenarios
existed existan
happiness felicidad
confirmed confirmado
mass masivos
surrounded rodeado
meet encuentre
called denominado
rooms salas
followed siguieron
contain contener
tradition tradiciones
directory directorio
candidate candidato
prophets profeta
context contextos
frequent frecuente
packets paquetes
mentioned mencionadas
evolution evolución
move trasladarse
said decía
null nulo
nomination nominación
conferences conferencias
unloading descarga
continents continentes
internal interna
described descritos
fast rápido
mainly fundamentalmente
have disponen
considering considerando
finality finalidad
differentials diferenciales
established establecidos
assign asignar
used utilizó
awareness conocimiento
stages estadios
expected esperado
value valorar
consists consiste
conceded concedió
rules normas
advertising publicidad
retire retirarse
believed creyó
speed velocidad
write escribir
acted actuó
decide determinó
presentation presentación
jerusalem jerusalén
physical físicas
merch mercancías
replication replicación
had llevaba
taken producidos
works sirve
calcium calcio
adherence adhesión
ten diez
physical corporales
distributions distribuciones
antarctic antártida
weather climatología
bag bolsa
tuberculosis tubérculo
synonym sinónimo
remark aportes
stone piedra
community mancomunidad
infrastructures infraestructuras
revolts revueltas
extraction extracción
substantive sustantivo
recalls recuerda
soft suaves
acute aguda
emphasis acento
positive positiva
monday lunes
square cuadro
concerned afectados
peninsula península
time hora
warrior guerrillero
feeding alimentación
tones tonos
written escrito
package paquete
completes completas
drink beber
affected afectan
materials materias
oath juramento
deformation deformación
command ordenó
secretariat secretaría
territory territorios
psychological psicológica
virgin virgen
heat calor
involves involucra
assumed asumir
irksome emprendió
which cuales
judgment criterio
performs realiza
plain plano
located ubica
treated trataba
been habido
look observar
accuracy exactitud
light ligeras
glory gloria
similarities similitud
surfaces superficies
republic república
entity ente
occupation oficio
lies reside
damage deterioro
luxury lujo
numerical numérico
position posición
father padre
demographic demográfica
naturalist naturalismo
duke duque
encloses abarca
nearly casi
consistency consistencia
stationary fijas
occupied ocupó
certain ciertas
climate climática
symbolic simbólica
producer productora
elaborate elaborar
certain cierta
note nótese
point punto
accurate exacto
conformation conformación
physicians médicos
charge encargan
judge juez
trajectory trayectoria
similarities similitudes
discussed discutido
european europeos
accompanied acompañada
contribution aportó
elaborate elabora
receive recibir
divided dividió
integrated integrado
case asuntos
warm suaves
belligerents combatientes
cover abarcan
sicily sicilia
blueprints planos
university universitario
given entregado
unions sindicatos
patents patentes
sacred sagrada
fan aficionado
ground terreno
elevation elevación
regardless importar
should deber
name denominación
friend amiga
temperature temperatura
metric métrica
reenactment recreación
repeats repite
prominence protagonismo
behavior comportamiento
why porqué
today hoy
big grande
say decirse
media medios
plague peste
note notar
matrix matriz
back remontan
evident evidentes
replace sustituir
fatal mortales
dominican dominicana
debt deuda
fifth quinto
properly propiamente
lower disminuir
fat lípidos
current vigente
criticized criticado
necessary necesarias
agustin agustín
recreational ocio
sexual sexuales
creativity creatividad
tapes cintas
multitude multitud
blocks bloques
islands islas
determine determinó
convert convierten
null nula
multinationals multinacionales
appear surgir
remain permanecen
number número
amusement entretenimiento
sunset ponerse
lose pierde
chemistry química
differentiation diferencian
differentiated diferenciadas
daughter hijas
shared compartido
consequence consecuencia
rest descanso
reduced reducida
reticulum retículo
fast rápida
andalusia andalucía
poles polos
report informe
agreement convenio
harbors alberga
release liberan
assumed suponer
fight pelea
theology teología
chance azar
serves sirve
analytical analítica
given debido
loaded cargadas
have hayan
moves pasos
whose cuyo
sky cielo
week semana
meanings definiciones
directors directores
favorite favorito
refuse niegan
marshal mariscal
border frontera
coexistence convivencia
