other अन्य
horrible विकराल
go जान्छन्
1979 १९७९
give लाइ
golden स्वर्ण
commemoration सम्झनामा
creation श्रृजना
only मात्र
shahid शहीद
possession कब्जामा
alliance गठबन्धन
whatever सुकै
skilled दक्ष
said उक्त
live बस्न
language नेपालभाषा
caution सङ्केत
left छोडे
good शुभ
hanks ह्याङ्क्स
spelling हिज्जे
name गणेश
declaration घोषणा
ongoing भईरहेको
plenty प्रचुर
is हो
vote भोट
for पक्षलाई
nya ञ
paraguay पाराग्वे
dynasty वंशले
pressure दाबी
16 १६
medical मेडीकल
literal शाब्दिक
import आयात
assume मानेका
seminar सेमिनार
japanese जापानी
destroy बग्न
victory जीत
mandela मण्डेला
united संगठित
drona द्रोण
public दर्शकहरूको
visit भ्रमण
agency निकाय
integrated समन्वित
warehouse कोठा
snake नाग
fund पूँजी
krishna कृष्ण
methods तरीकाहरू
royal राजकीय
roll रोल
complete पूरा
against बिरूद्ध
885 ८८५
face रुप
120 १२०
population अलि
water जलले
management साचालन
start चल्यो
times चोटी
do गर्ने
turki टर्की
157 १५७
inclusion समावेश
public सार्वजनिक
deep गहिरो
property धन
did गर्थे
serially क्रमस
adult यौन
vehicle वाहन
section विधा
existing विद्यमान
reach पुग्छ
you तपाइँ
hen कुखुरा
sports खेलकुद
horoscope राशी
path मार्गमा
under अर्न्तर्गत
rise उठाउने
c सी
saint ऋषिका
more अझै
historic ऐतिहासिक
myanmar वर्मा
195 १९५
supporting सहयोगी
right सही
educational शैक्षणिक
bahya बाह्य
sign संकेत
library पुस्तकालय
appearance रुपमा
and तथा
easy सुलभ
business व्यावसायिक
memorial स्मारक
citizen जनताको
party पार्टि
viewed हेरिने
