standalone samostatný
production produkciu
romania románu
sea mori
mexico mexiko
orientation orientáciu
olympic olympijských
style štýle
hydrogen vodík
potential potenciál
transition prechod
calculate výpočet
apply platia
defeated porazili
bottom dolná
coming prichádzali
hull trupu
two dva
private osobných
know vedeli
sound zvuku
participants účastníci
took trval
real skutočný
used použití
students študentov
gradual postupným
eye oko
readings čítaní
calls volá
violin huslí
places miestami
it ňou
position postavením
precedence prednosť
gruiformes žeriavotvaré
levels hladiny
discography diskografia
november pádu
eruption erupcie
atmosphere atmosféra
pope pápeži
theme témou
respective príslušné
cloud mrakov
joining príchodom
related týkajúce
names názvov
beams lúče
kazakhstan kazachstan
word slov
anna anny
wound rané
attacks útokmi
musicians hudobníkov
windows okná
some určitú
recently donedávna
location umiestnená
strove usiloval
support podpora
drugs drogy
who ktorí
cuba kuba
stronghold bašta
activity činnosťou
final poslednú
jewish židovského
color farieb
great veľkom
research skúmania
president prezidentské
simpsons zimná
breeding chov
betrayed zriadenie
coach trénera
found našiel
had musel
nationalities národností
information informácií
name názvom
alive živá
preserve zachovala
got dostalo
general všeobecné
unit prístroj
common spoločnú
orderly usporiadané
estuary ústi
them nich
appropriate vhodnou
organism organizme
restaurant reštaurácia
considerable značný
claimed tvrdil
the strane
criteria kritérií
motion pohybom
not nedajú
unified jednotný
respond reagujú
soldiers vojakmi
cultural kultúrna
this tomuto
romane románe
music hudby
favorite obľúbený
mass mäsa
mixture zmesi
disc diskov
work prácou
mountain hora
rastislav rastislava
greece grécko
decay rozkladu
more viacerých
critic kritika
at ú
mountains horách
which ktorých
limestone vápenca
government vlád
denote označovať
painter maliar
conversion premeny
corps pechoty
popularity popularita
repression represia
final finále
luxemburg luxembursko
painter maliara
results vyplýva
obtained získaných
identified označili
oxygen kyslíkom
physicians fyzici
this takýto
derivative deriváciu
robert róbert
gained získala
a takej
private súkromných
spacetime časopriestor
public verejnosť
young mladá
work práce
third tretia
diet dieťa
protect chráni
classical klasickú
street road
based sídlom
second druhá
content obsah
bond väzba
held uviesť
juliet júlia
castles hrady
mythology mytológia
low spodnej
management riadená
cell celá
named pomenovaný
between medzi
participation účasti
special špeciálnej
moisture vlhkosti
sulfur síra
power elektrárne
occurred nastalo
jesus ježiš
fell padla
spa kúpele
vote hlasovaní
external vonkajším
government zriadenie
happened uskutočnilo
modern moderného
service služby
defeat porážka
best najlepší
development vývin
mention uviesť
many množstvom
basketball basketbal
temples stanice
tv televízne
governance riadenia
own vlastnej
down dole
exception výnimku
ideology ideológia
british britský
defeat porážke
generally všeobecne
michael michala
dynasty dynastia
phenomenon javu
competence právomoc
by ktorú
confirmed potvrdili
symptoms príznaky
sources prameňov
wars vojen
increased zvýšil
hands rukách
print tlač
pedagogue pedagóg
introduce predstaviť
academically akademický
taste chuť
traders obchodníci
worldwide celosvetovo
pairs dvojice
lived žili
series rádu
jurisdiction súdnictvo
cultural kultúrne
economically ekonomicky
place konal
alternator alternátor
reconstruction rekonštrukcia
forest lese
company spoločnosť
rarely zriedka
numbers čísiel
resemblance podoba
built vybudované
thin tenká
while zatiaľ
article čl
had malá
common spoločný
areal areál
deeper hlbšie
milk mlieka
total celková
volume zväzku
superpowers veľmoci
live žiť
industry odvetví
crimes zločiny
solar slnečné
sheet listu
led viedol
importance význam
climate podnebím
contact kontaktu
alaska aljašky
shift posun
rankings rebríčkoch
abbreviations skratky
work práci
literal literárnej
term výraz
significant podstatné
offense činu
institutions inštitúcie
input vstupom
live živá
raise vyvolať
display zobrazovanie
legal právny
holes dier
some určitý
music hudbu
less menšia
beautiful krásna
surrounding okolité
animal zvieraťa
proportional úmerná
typical typický
wave vlnovej
crater kráterov
branch vetvy
declared vyhlásený
deployment nasadenie
banks brehoch
devoted venoval
internet internetové
decrees dekréty
accurate presný
reached dosiahli
way cestou
numbers číslic
hitler hitlera
settlements osád
communism komunizmu
accounted predstavovali
egypt egypte
which ktorom
iron železnej
written písomná
earned vzdelanie
magnetic magnetickom
last posledného
own vlastný
classical klasicizmu
ninety deväťdesiatych
democracy demokraciu
the celého
limestone vápence
optional vôli
bees včely
work práca
question otázkou
member poslanca
abbot opäť
mass hmotnosť
oldest najstaršia
big veľkého
caused spôsobené
long dlhého
produce produkujú
computer počítača
such akou
electronically elektronickej
tensions napätím
used použitia
signals signály
define definovať
situation situácie
enter vstúpiť
general všeobecná
community komunity
reactor reaktor
horn horná
benedikt benedikta
generate spôsobilo
such takýchto
again opäť
edward eduard
pacific tichého
component súčasť
respond reagovať
part súčasť
more ešte
man človeka
intervention zásah
stomach žalúdok
valley údolie
characteristic charakteristika
construction konštrukciu
pilgrimage misie
world svetové
faculty fakulta
act zákona
long dávno
gained získalo
universities univerzít
called takzvaný
choice výberu
style štýl
bring priviedol
layer vrstve
sexual sexuálna
just tesne
louis ľudovíta
product produkty
wonders divov
noticeably výrazne
marine námornej
economic ekonomický
photos fotografií
while chvíľu
distinction rozlišovanie
out von
white biely
plague mor
main hlavnými
local miestneho
during priebehu
marked označené
gave odovzdal
aim zameranie
greens zelených
contained obsahoval
southwest juhozápade
styles štýly
religion náboženstvom
palestine palestíny
eastern východných
deal zaoberajú
expresses vyjadrujú
cause vyvolať
no žiadnom
cavities dutiny
war vojnou
reason dôvod
economic hospodárska
becomes stáva
space-time časopriestoru
club klub
over znova
numerous mnohým
name názvov
liquid kvapalina
testify svedčí
introduced uviedol
preserve zachovali
satan satana
invoked daného
cr kr
advancing postupujúce
proposals návrhy
samples vzorky
focused sústredil
pope pápeža
congestion zaľudnenia
nowadays súčasnosti
animals zvieratá
mexico mexiku
observed pozorujeme
anti-tank protitankových
east východné
impact vplyvy
genera rudy
important dôležitým
long dlhé
negatively negatívne
trade obchodná
abbey opátstvo
prepares pripravuje
what aké
loss stratou
committee výbor
performed vystupoval
darius dareia
interest záujem
soil pôdu
alone samotné
place miestna
lived žilo
candidate kandidát
appears objavujú
hungarian maďarčine
game hru
reading čítaní
request žiadosť
soil pôdy
vertebrates stavovcov
concentration koncentračných
resultant výsledný
search hľadať
port prístavu
processes procesov
places miesta
agreed dohodli
vitae životopis
filmed natočený
tradition tradíciou
valley údolia
mining banskej
services služieb
petržalka petržalky
man muža
begin začínajú
absolute absolútne
saturn saturnu
tanks tanky
killed zabil
point bod
figures postavy
effect účinku
visited navštívil
rather radšej
stamps známky
depth hĺbke
increase zvýšiť
takato takáto
situation situácia
left ľavej
need potreba
pea hrách
order rádovo
effect efekt
list zozname
extramural podhradie
opportunities možnosti
tomas tomáša
participates podieľa
concerns zaoberá
marked označil
low nízkou
united spojenými
penalty trestu
induced vyvolali
confession vyznania
disease ochorenia
details podrobnosti
brigades brigády
procedure postupu
cards kariet
filed podaní
any akákoľvek
people osobám
advertisement reklamy
footwear obuv
head čele
freeway diaľnica
downtown centre
ruled vládne
psychosis psychóza
principality kniežatstvo
second druhé
topography polohopis
for pre
impossible nemožné
takuto takúto
technology techniku
layer vrstva
gods božie
external vonkajšie
founding zakladá
miscellaneous rozličné
technique techniku
local miestny
prove dokáže
insect hmyz
technical technickej
theater divadelné
stay zostať
direct priameho
song piesní
daughters dcéry
artists umelci
concert koncertov
competitions súťaže
tools nástrojov
relative relatívne
two dvojica
poor chudobných
significantly významné
used použité
was predstavoval
support podpore
forms tvorí
attended zúčastnili
complete úplnej
armies armád
mind myslí
planned plánoval
product produktu
given venovala
sons synov
departure odklon
apply uplatňujú
kelp riasy
organizations organizácií
class triedy
mathematics matematiku
lungs pľúc
current prúdom
onset nástupom
rural vidieku
monastery kláštor
conductivity vodivosť
transfer prenášajú
first prvý
moderately stredne
used používať
nationality národnosti
lyrics lyrika
family čeľaď
escape uniknúť
film filmový
two dvoma
interest zaujíma
some určitých
pedagogy pedológia
part časť
otherwise opačnom
oxygen kyslíka
main hlavného
gained získali
place rade
economy ekonómia
computer počítači
complete úplná
profit zisk
than výnimkou
ancestors predkov
move pohybovať
climate podnebie
material materiálom
creation tvorbou
power elektrické
block blok
eight osem
bad zlé
was došlo
march marca
chairman predseda
parliamentary parlamentných
crew štábu
fact skutočnosti
main hlavným
greece grécku
industrially priemyselné
crisis kríža
chamber komory
air letecké
page stránka
driver ovládač
top najvyššej
shoes obuv
continent kontinentu
every každá
tall vysokých
definitely definitívne
win vyhrali
bishop biskupa
domestic domáca
take trvá
weight váhu
traditions tradícií
militarily vojenský
policy politike
signed podpísali
manipulation manipulácia
poles poliaci
university univerzita
narrow úzke
arabs arabi
middle uprostred
tatra tatranský
more bližšie
destroyed zničili
required potrebný
mountains hôr
is je
cooperative družstvo
christian kresťanské
successor nástupca
like akoby
few pár
czechs česi
equation rovnica
action akcia
fixed pevných
performance prejavu
turkish turecká
ranks radov
lowlands nížina
expensive dráhy
act čin
administrations administratívnych
meet spĺňa
young mladých
ceasefire prímerie
background pozadí
effectively fakticky
states stavy
composed skomponoval
