insignias obilježja
theory teoriju
whole čitavog
ottoman osmanskom
absolutely apsolutno
railways željeznice
becomes postaje
connected povezan
poisoning trovanja
change mijenjaju
connects veže
find nalaze
documents spisi
beautiful najljepše
which kakvu
besides osim
behave ponašaju
roma romi
exists egzistira
his svome
straight pravim
council vijeće
ancestry preci
compositions kompozicije
stretches prostire
antoinette antoaneta
tries pokušava
zinc cink
cases slučajevima
their njihovom
used koristio
citizens građana
stands stoji
understand razumjeti
religious vjerski
battle bici
musical muzičkih
depend zavise
party partija
dayton dejtonski
helps pomaže
merges pripaja
back vratila
offers ponude
published objavljivanje
birch breza
boredom dosada
significant značajnije
heron čapljina
continue nastavljaju
work rad
strength jačina
mister gospodin
six šest
begin počinju
judge kadija
certainly zasigurno
works dijela
do izvršio
accept prihvatili
by uz
ibrahim ibrahima
wave javnosti
features odlike
goes otpada
necropolis nekropola
local lokalni
written pisana
shapes oblike
let neka
our naše
groups grupe
minorities manjine
heads glave
layers slojevima
scientific naučne
mass masovna
law pravnom
english englezi
hydrogen vodik
live živjeti
different različitog
whose čije
norm norme
fate sudbini
done uraditi
monte gorom
found nalazio
gold zlatne
briefly ukratko
their njihovu
styria štajerska
rule vladavinu
peace mirovnog
specified navesti
came došla
such takvog
lever poluga
technic tehnika
external vanjske
panel ploči
development razvoja
shiva šiva
role ulogu
anatomy anatomija
atmosphere atmosfere
rules pravilima
introduction uvođenje
monocyte monociti
anti-virus antivirus
certain pojedini
capital kapitala
choice izbor
things stvarima
england engleska
better bolji
culture kulturama
republic republiku
cities gradova
letter pismo
state stanju
employs zapošljava
starting počev
theory teorije
stops prestaje
chambers komore
world svjetska
lot puno
historical historijskog
model uzor
percentage procenat
appropriate odgovarajuće
landowners vlastela
derive derivacija
lights svjetla
sparrows vrabac
opponent protivničkog
interpolation interpolacija
business privredne
planned planirao
claimed tvrdio
specific određenoj
define definisati
find nađe
founded osnovana
point tačke
nine devet
mathematics matematike
exclusively isključivo
placed postavljena
experiences iskustva
luck sreću
defend brani
associated povezane
between između
series serija
repeat ponavlja
only jedine
just upravo
necklace ogrlicu
built izgrađenih
performing obavljaju
country zemljama
sexual seksualne
view gledište
public publici
suleiman sulejmana
founded osnovan
began počela
two dva
capacity zapremina
river rijekom
review pregled
performed izvedeni
rest ostatak
bosnian bosanskim
situation stanja
more većem
sights strane
prophet poslaniku
extremely izrazito
eye oko
outside spolnih
despite premda
travnik travnika
mail pošte
bigger većih
saying govoreći
balkan balkanskog
railways željeznica
humane human
severe žestoke
tournament turnira
contain sačinjavaju
montenegro crnom
stone kamenog
penalty kazna
low niska
pass prošlo
application primjenu
gymnastics gimnastika
concerts koncertima
establishes uspostavlja
faithful vjernika
leader vodič
quantity količinama
northeastern sjeveroistočnoj
kids djeca
liquid tečnost
information informacija
need potrebe
modification modifikacija
founded osnovao
mentioned navedeno
proof dokaz
continent kontinenta
opposite suprotan
london londonu
sugar šećera
football fudbalskog
romans rimljana
mandate mandat
cabriolet kabriolet
disease bolesti
characteristics odlike
constant stalne
god boga
killing ubijaju
surname boas
called zvane
communication komunikaciju
population stanovništvom
minorities manjina
leading vodećih
what kakva
gear opremu
scientific naučni
barely jedva
murder ubistvo
physical fizičkih
any ikakvih
formation nastajanje
career karijera
important važne
italy italijom
characteristic odlika
fully potpunosti
biology biologija
archaeological arheološki
made učinila
genesis postanak
staff štab
domestic domaćih
confirms potvrđuje
census popis
dusan dušan
adding dodavanja
type tipa
chordate hordati
desire željo
atoms atoma
classes predmetima
coat sloja
critic kritika
sure sigurni
northeastern sjeveroistočnom
career karijeri
dependant ovisno
emperor carem
exercises vježbe
away udaljena
whose čiji
additionally dodatno
motherboard matične
goiter strume
extraordinary izuzetne
fate sudbine
summer ljeto
came došle
lui luj
complex kompleksa
sparta sparte
greater veću
sociology sociologija
dictionary rječnik
estuary ušće
using iskorištava
dissolves rastvara
keep čuva
military vojna
archive arhiv
obtaining dobijanje
inheritance naslijeđe
parliament parlamentu
following sljedećim
producer proizvođač
meets sreće
bay zaljeva
none nijedna
eye očiju
atmosphere atmosferi
procedure postupak
aircraft avion
meat mesa
representative predstavničkog
motif motiva
using korištenje
magnesium mg
fifth peti
crisis križa
inca inka
content sadržaja
external vanjski
switzerland švicarske
acute akutnog
this ova
neretva neretvi
appropriate odgovarajući
southern južnih
left ostavili
chad čad
wheat pšenica
extends prostire
head predsjedništvo
organization organizaciju
exceptional iznimno
bosnian bos
relief reljef
oil nafte
direction pravcem
settlement naselju
cities gradove
point tačka
exactly baš
executive vlast
struma strume
world svjetske
characters znakova
series serije
worked radila
meets susreće
valley dolinom
house kući
write pisati
such takvom
my moj
analogue analogni
native porijeklom
all cijelim
fled pobjegli
democracy demokratija
series seriji
lives živi
most ponajviše
alone sama
scientific naučno
possess posjeduju
main glavnu
known poznat
song pjesma
time vremenu
communities zajednicama
dear draži
daughters kćerke
continuation nastavak
french fr
month mjeseca
neither nit
ban bana
government vladu
local lokalnih
view gledišta
fulfilled ispunjen
mail pošta
flower cvijeće
arithmetic aritmetika
considered smatrala
theater pozorišne
throne prijestolje
russia rusija
aluminium aluminij
independence nezavisnosti
due usljed
low niske
song pjesama
ended završila
contact kontaktu
formed formiran
accounting računovodstvo
national narodnih
made napravljena
speak govore
murdered ubijeni
operational operativnog
kids djece
machine mašinski
allies saveznici
until sve
indicating upućuju
established postavljen
working raditi
need potrebi
airport aerodrom
metallurgy metalurgija
hose crijevo
reasons razlozi
brings dovodi
important važni
ovum jajne
students učenici
object predmet
bora bore
above iznad
glucagon glukagon
said rečeno
tsar carem
sought tražio
eye oku
grave stećak
completely potpuno
organism organizma
compilations kompilacije
constantine konstantin
military vojne
hitler hitlera
radiotelevision rtv
poem pjesme
writing pisanju
cyrillic ćirilice
strongest najjača
came došli
conference konferenciji
published objavljena
change promijeniti
believers vjernici
heat toplota
another drugog
keeper čuvara
fifth pete
device uređaja
particularly naročito
exercises vježbi
department odsjek
main glavno
founder osnivač
organisation organizaciji
mostar mostaru
duty dužnosti
fate sudbina
short kratkim
projects projekti
depth dubine
period razdoblja
action djelovanju
morning jutro
help pomoći
her njenim
rural seoski
photos fotografije
temperature temperatura
microscope mikroskop
made napravljene
kiseljak kiseljaka
caesar cezar
mankind čovječanstva
defense odbrani
name ime
bosnian bosanskih
daily dnevnih
fur krzno
country zemlja
sale prodaja
end završetak
signals signale
town gradskom
whom koga
lines linijama
manager direktor
movie film
accommodated smještene
balkan balkanskom
sites ležišta
press štampe
libraries biblioteke
cities gradovi
declare izjašnjavaju
tends nastoji
spindles vretena
speaking govoreći
mario mariju
work djelu
openly otvoreno
world svjetski
mentioned navedeni
preparation pripremu
declared proglašena
decisions odluke
montenegro gora
introduced uveden
half pola
turtles kornjače
which kakvi
sled dovele
musical muzičku
construction izgradnja
range lanac
attacks udara
easter uskrsa
mountainous planinskom
total ukupnom
diagnosis dijagnoza
russia rusije
organised organizirana
favorable povoljni
corresponding odgovarajući
degree stepen
gives pruža
only jedino
least barem
social socijalnu
which kojim
province provincije
caves pećina
leave ostavlja
national narodnim
recognizes prepoznaje
shortened skraćeno
song pjesme
weather vremenske
serbia srbije
died preminuo
students studenti
monastery manastir
space prostor
sentences rečenice
cleansing čišćenje
club klub
crime zločina
jazz džez
working radne
slow polahko
convention skupštinu
copper bakar
balkans balkana
knew poznavali
association udruženje
origin nastanka
continents kontinenta
bring donio
sickness bolest
situation situaciju
name barbarez
snow snijega
hungary mađarska
desire želja
look pogleda
operate djeluju
seaweeds alge
heart srčanog
another drugoj
senate senata
large velika
columns kolone
completed završen
touch dodirne
remains ostaci
own vlastita
permit dozvolu
count grofa
entrance ulaska
general općenito
moment trenutak
full cijelom
tendency tendencija
hajj hadža
slopes obronci
its svojoj
direction pravcu
ottoman osmanlijskim
performed izvedena
downtown čaršijska
dominates dominira
can možemo
product proizvod
ayah ajet
equal jednak
moisture vlažnost
other ostale
alone same
total ukupno
world svjetsko
classes klase
cites gradova
local domaći
civilization civilizaciju
tried pokušali
heat toplote
french francuskom
features osobinama
england engleske
hers njen
work radnju
meaning znači
defense odbrane
temple hrama
lyrics lirika
describes upisuje
renewed obnovljena
photographs fotografije
conditions uvjetima
was vodila
inhibits inhibira
entrance ulazu
finally konačno
atmosphere atmosfera
fights borbe
reduce smanjuju
sarajevo sarajevskog
voice glas
noon podne
increase porast
future dalji
trial isprobavanje
characteristic karakteristično
made napravljeni
runs upravlja
rewards nagrada
component sastavni
imam imama
need potreba
phases faze
external vanjska
macedonia makedonija
effect efekt
income iznos
lord gospodara
standards standardima
cell ćelijski
across širem
connection povezivanje
fluid fluida
inflammations upale
guardians čuvari
monk monarh
statute povelji
memory sjećanja
contrast kontrast
main glavni
political političkoj
calculating izračunavanje
miner rudar
largest najveće
republic republici
letter pismom
geographical geografskim
alloy legure
economy ekonomija
long-lasting dugotrajne
joined pridružile
point tački
behavior ponašanju
theory teorija
serbia srbiji
spain španija
country zemlje
parish župa
centers centara
executed izvedeni
builds gradi
get dobiju
altitude nadmorskoj
total ukupnog
state državna
tax porez
distinguish razlikujemo
sport sportom
city grade
continued nastavio
call nazivamo
setting postavljanje
part ulogu
caves pećini
defend brane
fight borbu
mentioned navedene
outbreak izbijanja
congress kongresu
understandings shvatanja
accomplish postići
entry ulazak
order naredba
situation stanje
structuring uređenju
plan plana
who čiju
caves pećine
march martu
information informacije
exchange razmjena
is jest
replies odgovara
radian radijan
herself sebi
dayton daytonskog
advance unaprijed
eyes očiju
state državne
sea moru
which kojih
offers nudi
house kuća
shorter niži
sports sportu
province provinciji
area krajine
working radna
time vreme
follow pratiti
theoretical teorijski
moderately umjereno
shows prikazuje
murder ubistva
largest najveća
canton kanton
