roamed ફર્યો
meeting સંમેલનમાં
astrology જ્યોતિષ
without વગરનો
possible શક્ય
personal અંગત
gujarat ગુજરાત
politically રાજનીતિક
silicone સિલિકોન
opposition સામનો
university યુનિવર્સીટી
sends મોકલે
difficult અઘરી
height ઊંચાઇ
atomic પરમાણુ
temperature તાપમાનને
departments વિભાગો
making બનાવટ
rain કમાન
englishman અંગ્રેજોને
1916 ૧૯૧૬
flood પૂર
election ચુટણી
gift પૂરસ્કાર
pandava પાંડવો
turn દાવ
mohammad મોહમ્મદ
mukherjee મુખર્જી
memorable યાદગાર
month મહિનાના
aim લક્ષ્ય
supreme ચક્રવર્તી
traveled ફર્યો
organisation સંરચના
advantage ઉઠાવીને
preferable અગ્રણી
meghalaya મેઘાલય
extended પ્રસરી
close ક્લોઝ
removed હકાલપટ્ટી
spoken ભાષ્ય
reputation પ્રતિષ્ઠા
authors સાહિત્યકારો
arguments દલીલો
famous પ્રસરી
previous પાછલા
kept મુક્યા
through મારફત
temple મંદિર
management નિયમન
to ને
or તથા
lost પરાજય
rate ભાવે
hanuman હનુમાન
under છત્ર
legally કાયદેસર
absolute સદંતર
height ઊંચાઈ
game ખેલ
entry પ્રવેશ્યા
logical તર્કશાસ્ત્ર
tide પૂર
you તને
magazines સામયિકો
center સ્થાનક
insult અપમાન
box ડબ્બી
hight ઉંચાઈ
magic જાદુ
basic મૂળભુત
el અલ
administration પ્રશાસન
north પૂર્વે
leela લીલા
session સત્ર
mixed મિશ્રિત
interesting રસપ્રદ
kingdom સલ્તનત
special સવિશેષ
watching નિહાળી
37 ૩૭
handmaid દાસી
arabian અરબી
matter બાબત
stayed રોકાયા
among માના
rest વિસામો
czech ચેક
well કુંડ
offices કચેરીઓ
waking ઉઠી
joint જોડાણ
window ઝાંખી
necessary જરૂરી
before પહેલા
taking લેતો
theoretical સૈદ્ધાંતિક
somewhere ક્યાંક
related જોડાયેલ
privacy ગોપનીયતા
shiva શિવ
pardon ક્ષમા
gandhiji ગાંધીજીએ
word જોડણી
land વાડી
bhajan ભજન
frequency તરંગલંબાઇ
sometimes કયારેક
included સમ્મિલિત
barely માંડ
department વિભાગનું
resident રહેઠાણ
central મધ્યમાં
guide માર્ગદર્શક
haridwar હરદ્વાર
against વિરોધમાં
realistic સાતત્યપૂર્ણ
hits પ્રહારો
collection સંગ્રહ
mumbai મુંબઈ
earth પૃથ્વીને
establish સ્થાપવામાં
which ક્યા
bollywood બોલીવુડ
got પામેલા
cricketer સચિન
conference પરિષદ
world સંસાર
create પેદાશ
years વર્ષોં
clack ઘડિયાળ
developed વિકસ્યો
combustion દહન
arrived ગયો
goswami ગોસ્વામી
matters બાબતો
chaos અરાજકતા
crore કરોડ
amount રકમ
etc ઈત્યાદિ
methane મિથેન
into ×
broad વિસ્તૃત
blessing વરદાન
open ખુલ્લો
theory થિયરી
collectively સામૂહિક
muslims મુસ્લિમો
365 ૩૬૫
done થયો
hand હસ્તે
most અધિકતર
behaviour આચરણ
how કેટલો
legislation ધારો
current ચાલું
material પદાર્થોનો
confirmed સુનિશ્ચિત
republic પ્રજાસત્તાક
section વિભાગમાં
swaraj સ્વરાજ
class વર્ગ
doing કરતો
islamic ઈસ્લામી
letter ટપાલ
paper પેપર
environment પર્યાવરણ
become બની
surrounded ઘેરાયેલો
great વિપુલ
broadcasting સંચાર
texts ગ્રંથો
day દિવસ
line લાઈન
coastal તટવર્તી
constant સતત
kahn કાન
accumulate સંગ્રહ
vivekananda વિવેકાનંદે
disputes કટોકટી
established સ્થાપત્યો
key ચાવી
season ઋતુ
doing કરાતા
searching શોધવું
right જમણા
anthem ભજન
frank ફ્રાન્ક
sweetened મધુર
such એવો
age વય
name મૌર્ય
kshatriyas ક્ષત્રિયો
motive ચાલક
junior જુનિયર
opportunist તકવાદી
orissa ઓરિસ્સા
see જૂઓ
money નાણા
per પ્રતિ
adjacent જોડતા
deliver પહોંચાડવા
reference સંદર્ભો
weapon શસ્ત્ર
iran ઈરાનને
court કોર્ટ
identification ઓળખ
formed રચાઈ
able શકાતા
deposit જમા
blast વિસ્ફોટ
vyas વ્યાસ
come આવેલા
vanish વેનિસ
noticeable નોંધવા
difficulties મુશ્કેલીઓ
dhirubhai ધીરુભાઈ
poem પદ્ય
style શૈલી
dictionary ડિક્શનરી
roles પાત્રો
begin શરૂઆત
synonyms સમાનાર્થી
non-violent અહિંસક
volume કદના
plan યોજનાને
aspect રૂપે
tiger વાઘને
languages ભાષાઓ
diversity વૈવિધ્ય
done થયેલો
business પટેલે
pilgrimages યાત્રી
notable નોંધનીય
land ધરોહર
dollar ડોલર
popular જાહેર
peaks શિખરો
surname નેહરુ
architecture આર્કિટેક્ચર
best ઉમદા
monastery આશ્રમમાં
nearer નજીકનો
planets ગ્રહોની
forever હંમેશા
outdoor આઉટડોર
dara દારા
josh જોશ
market બજારનો
title ખિતાબ
across આડા
other આદિને
great મહાન
left છોડવાની
child બાળ
complete પુરૂં
conch શંખ
diwali દિવાળી
installations તબક્કા
light પ્રકાશન
puran પુરાણોમાં
2001 ૨૦૦૧
about જેટલા
category શ્રેણી
mathematical ગાણિતિક
nature પ્રકૃતિ
began આદરી
big મોટો
design રચના
additional વધારાનો
observed દેખાતો
mouth મુખી
control કબજા
glimpse ઝાંખી
right જમણી
major ધરખમ
stretched છવાયેલો
colonies વસાહતો
uncertain અનિશ્ચિત
wizarding જાદુગરીની
late મોડી
massive પ્રચંડ
moved ફર્યો
photograph ફોટોગ્રાફ
largely મોટાપાયે
name જમિયલશા
up ઉંચી
ships જહાજો
higher ઉંચુ
forces દળોની
attack પ્રહાર
dc ડીસી
surrounding ફરતે
central સેન્ટ્રલ
seen મળે
bad કરુણ
shape આકારની
night રાત્રિ
belief માન્યતા
adoption દત્તક
wrote લખ્યો
death મોતને
give આપવાનો
swan હંસ
pain વેદના
sayings કહેવાતો
approval મંજૂરી
seat ગાદી
intense તીવ્ર
birthplace જન્મસ્થળ
proud ગર્વ
maintained ટકાવી
appointed નિયુક્ત
stock સ્ટોક
ancient પૌરાણીક
class વર્ગો
mature પુખ્ત
die મરી
deposited જમા
warning ચેતવણી
