seeing பார்த்தால்
independence சுதந்திரம்
normal இயல்பு
cultural கலாசார
poet கவிராயர்
easiest எளிதான
starting தொடங்கினர்
letters எழுத்துக்களை
doing செய்கிறார்கள்
writing எழுதுதல்
structural கட்டுமான
blessing அருள்
vitamin உயிர்ச்சத்து
jew யூதர்
permanent நிரந்தரமான
planning திட்டத்தின்
organisation அமைப்பு
stars விண்மீன்கள்
plants தாவரம்
tumour கட்டியை
characteristics குணங்கள்
of குறித்து
poor ஏழ்மை
degree °
those அவைகள்
circular வட்டமான
completed முடிகிறது
medicine மருந்து
buddhist பௌத்த
casket கலசம்
advertisement விளம்பரத்தை
absence இல்லாததால்
countrymen நாட்டினர்
esters எசுத்தர்
olden பண்டை
helped உதவிய
parts பகுதிகளின்
agricultural விவசாயத்தை
above மேலிருந்து
iron உலோகங்கள்
played வகித்து
orbit வட்டப்
peoples மக்களுடைய
bengaluru பெங்களூரு
telugu தெலுகு
o ஒ
along கூட
kambar கம்பர்
pregnant சினை
gadolinium கடோலினியம்
north வடக்குப்
paired ஜோடியாக
scale அளவுகோல்
errors பிழையை
attitude செயல்கள்
places வளாகம்
having உடைய
jule ஜூல்
indicated குறிப்பிடப்படும்
leaved விட்டார்
moghul முகலாயக்
medicines மருந்துகள்
to செல்ல
jack ஜேக்
ethane எத்தேன்
dancing ஆடும்
features அம்சங்களையும்
speed விரைவு
